FILE,STRATEGY,TP_SL, END_BALANCE__1 , END_BALANCE__2 , END_BALANCE__3 ,WIN_RATE__1,WIN_RATE__2,WIN_RATE__3, NBR_TRADES__1 , NBR_TRADES__2 , NBR_TRADES__3 , MAX_END_BALANCE 
XRPUSDT -- 1D -- amazon/chronos-t5-small,1  --  4  --  STOCH_20,TP_AI_2  --  SL_AI_1, 7 ," 2,033 ", 5 ,33%,49%,32%, 36 , 41 , 41 ," 2,033 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,1  --  10  --  STOCH_40,TP_AI_2  --  SL_ATR_2, 35 ," 2,022 ", 47 ,43%,54%,50%, 14 , 52 , 52 ," 2,022 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,1  --  10  --  STOCH_40,TP_AI_2  --  SL_AI_1, 3 ," 2,022 ", 1 ,14%,54%,23%, 35 , 52 , 52 ," 2,022 "
BTCUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  5  --  ROC_1,TP_AI_1  --  SL_AI_1, -   ," 2,003 ", -   ,67%,66%,72%, 30 , 32 , 32 ," 2,003 "
BTCUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  10  --  ROC_1,TP_AI_1  --  SL_AI_1, -   ," 2,003 ", -   ,67%,66%,72%, 30 , 32 , 32 ," 2,003 "
BTCUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  5  --  ROC_1,TP_AI_1  --  SL_ATR_1, -   ," 2,003 ", -   ,77%,66%,78%, 30 , 32 , 32 ," 2,003 "
BTCUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  10  --  ROC_1,TP_AI_1  --  SL_ATR_1, -   ," 2,003 ", -   ,77%,66%,78%, 30 , 32 , 32 ," 2,003 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  5  --  STOCH_30,TP_AI_2  --  SL_ATR_2, 89 ," 1,992 ", 78 ,76%,63%,71%, 25 , 41 , 41 ," 1,992 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  5  --  STOCH_30,TP_AI_2  --  SL_AI_1, 15 ," 1,992 ", 7 ,39%,63%,39%, 33 , 41 , 41 ," 1,992 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  5  --  STOCH_20,TP_AI_2  --  SL_ATR_2, 46 ," 1,989 ", 51 ,70%,61%,62%, 33 , 64 , 64 ," 1,989 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  5  --  STOCH_20,TP_AI_2  --  SL_AI_1, 2 ," 1,989 ", 1 ,29%,61%,28%, 49 , 64 , 64 ," 1,989 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  5  --  STOCH_20,TP_AI_2  --  SL_ATR_2, 49 ," 1,980 ", 51 ,68%,53%,58%, 31 , 53 , 53 ," 1,980 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  5  --  STOCH_20,TP_AI_2  --  SL_AI_1, 3 ," 1,980 ", 3 ,33%,53%,32%, 49 , 53 , 53 ," 1,980 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,1  --  4  --  STOCH_20,TP_AI_2  --  SL_AI_1, -   ," 1,974 ", -   ,34%,52%,27%, 357 , 905 , 905 ," 1,974 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,1  --  4  --  STOCH_20,TP_AI_2  --  SL_ATR_2, 45 ," 1,974 ", 42 ,62%,52%,54%, 262 , 905 , 905 ," 1,974 "
XRPUSDT -- 4H -- amazon/chronos-t5-large,1  --  4  --  STOCH_20,TP_AI_2  --  SL_AI_1, -   ," 1,974 ", -   ,34%,52%,27%, 357 , 905 , 905 ," 1,974 "
XRPUSDT -- 4H -- amazon/chronos-t5-large,1  --  4  --  STOCH_20,TP_AI_2  --  SL_ATR_2, 45 ," 1,974 ", 42 ,62%,52%,54%, 262 , 905 , 905 ," 1,974 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  5  --  STOCH_30,TP_AI_2  --  SL_ATR_2, 91 ," 1,960 ", 94 ,77%,63%,72%, 26 , 43 , 43 ," 1,960 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  5  --  STOCH_30,TP_AI_2  --  SL_AI_1, 13 ," 1,960 ", 7 ,40%,63%,40%, 35 , 43 , 43 ," 1,960 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,1  --  5  --  STOCH_20,TP_AI_2  --  SL_ATR_2, 57 ," 1,958 ", 62 ,70%,53%,61%, 30 , 51 , 51 ," 1,958 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,1  --  5  --  STOCH_20,TP_AI_2  --  SL_AI_1, 4 ," 1,958 ", 4 ,34%,53%,33%, 47 , 51 , 51 ," 1,958 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,1  --  5  --  STOCH_20,TP_AI_2  --  SL_ATR_2, 45 ," 1,954 ", 59 ,69%,63%,63%, 32 , 60 , 60 ," 1,954 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,1  --  5  --  STOCH_20,TP_AI_2  --  SL_AI_1, 3 ," 1,954 ", 1 ,29%,63%,32%, 48 , 60 , 60 ," 1,954 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  4  --  STOCH_20,TP_AI_2  --  SL_ATR_2, 53 ," 1,939 ", 73 ,76%,58%,64%, 33 , 50 , 50 ," 1,939 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  4  --  STOCH_20,TP_AI_2  --  SL_AI_1, 3 ," 1,939 ", 2 ,32%,58%,26%, 44 , 50 , 50 ," 1,939 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,1  --  4  --  STOCH_20,TP_AI_2  --  SL_ATR_2, 115 ," 1,938 ", 134 ,79%,54%,69%, 24 , 39 , 39 ," 1,938 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,1  --  4  --  STOCH_20,TP_AI_2  --  SL_AI_1, 12 ," 1,938 ", 13 ,39%,54%,41%, 36 , 39 , 39 ," 1,938 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,1  --  4  --  STOCH_30,TP_AI_2  --  SL_ATR_2, 177 ," 1,930 ", 151 ,92%,67%,78%, 12 , 18 , 18 ," 1,930 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,1  --  4  --  STOCH_30,TP_AI_2  --  SL_AI_1, 48 ," 1,930 ", 51 ,47%,67%,50%, 15 , 18 , 18 ," 1,930 "
DOGEUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  3  --  ROC_2,TP_AI_1  --  SL_AI_1, 190 ," 1,927 ", 191 ,88%,65%,84%, 74 , 77 , 77 ," 1,927 "
DOGEUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  3  --  ROC_2,TP_AI_1  --  SL_ATR_1, 140 ," 1,927 ", 194 ,94%,65%,90%, 72 , 77 , 77 ," 1,927 "
BTCUSDT -- 1D -- amazon/chronos-t5-small,1  --  3  --  STOCH_30,TP_AI_1  --  SL_ATR_1," 1,918 ", -   , 425 ,79%,48%,74%, 48 , 54 , 54 ," 1,918 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.75  --  3  --  STOCH_30,TP_AI_2  --  SL_ATR_2, 131 ," 1,909 ", 45 ,70%,54%,55%, 174 , 392 , 392 ," 1,909 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.75  --  3  --  STOCH_30,TP_AI_2  --  SL_AI_1, -   ," 1,909 ", -   ,36%,54%,29%, 220 , 392 , 392 ," 1,909 "
ADAUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  3  --  STOCH_40,TP_AI_1  --  SL_AI_1, 73 ," 1,902 ", 72 ,72%,50%,69%, 32 , 36 , 36 ," 1,902 "
ADAUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  3  --  STOCH_40,TP_AI_1  --  SL_ATR_1, 29 ," 1,902 ", 147 ,88%,50%,83%, 24 , 36 , 36 ," 1,902 "
BTCUSDT -- 1D -- amazon/chronos-t5-large,1  --  5  --  ROC_2,TP_AI_1  --  SL_AI_1, -   ," 1,900 ", -   ,64%,64%,64%, 14 , 14 , 14 ," 1,900 "
BTCUSDT -- 1D -- amazon/chronos-t5-large,1  --  10  --  ROC_2,TP_AI_1  --  SL_AI_1, -   ," 1,900 ", -   ,64%,64%,64%, 14 , 14 , 14 ," 1,900 "
BTCUSDT -- 1D -- amazon/chronos-t5-large,1  --  5  --  ROC_2,TP_AI_1  --  SL_ATR_1, -   ," 1,900 ", -   ,79%,64%,79%, 14 , 14 , 14 ," 1,900 "
BTCUSDT -- 1D -- amazon/chronos-t5-large,1  --  10  --  ROC_2,TP_AI_1  --  SL_ATR_1, -   ," 1,900 ", -   ,79%,64%,79%, 14 , 14 , 14 ," 1,900 "
DOGEUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  3  --  ROC_3,TP_AI_1  --  SL_AI_1, 126 ," 1,880 ", 116 ,84%,62%,82%, 77 , 79 , 79 ," 1,880 "
DOGEUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  3  --  ROC_3,TP_AI_1  --  SL_ATR_1, 55 ," 1,880 ", 90 ,92%,62%,89%, 74 , 79 , 79 ," 1,880 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  10  --  ROC_3,TP_AI_1  --  SL_ATR_1, 204 ," 1,879 ", 129 ,91%,62%,83%, 43 , 48 , 48 ," 1,879 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  10  --  ROC_3,TP_AI_1  --  SL_AI_1, 41 ," 1,879 ", 31 ,67%,62%,62%, 45 , 48 , 48 ," 1,879 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.5  --  4  --  ROC_1,TP_AI_1  --  SL_ATR_1, 168 ," 1,867 ", 124 ,88%,56%,80%, 185 , 214 , 214 ," 1,867 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.5  --  5  --  ROC_1,TP_AI_1  --  SL_ATR_1, 168 ," 1,867 ", 124 ,88%,56%,80%, 185 , 214 , 214 ," 1,867 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.5  --  10  --  ROC_1,TP_AI_1  --  SL_ATR_1, 168 ," 1,867 ", 124 ,88%,56%,80%, 185 , 214 , 214 ," 1,867 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.5  --  4  --  ROC_1,TP_AI_1  --  SL_AI_1, 64 ," 1,867 ", 66 ,83%,56%,78%, 191 , 214 , 214 ," 1,867 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.5  --  5  --  ROC_1,TP_AI_1  --  SL_AI_1, 64 ," 1,867 ", 66 ,83%,56%,78%, 191 , 214 , 214 ," 1,867 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.5  --  10  --  ROC_1,TP_AI_1  --  SL_AI_1, 64 ," 1,867 ", 66 ,83%,56%,78%, 191 , 214 , 214 ," 1,867 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.75  --  3  --  STOCH_20,TP_AI_2  --  SL_ATR_2, 63 ," 1,867 ", 15 ,68%,53%,53%, 245 , 667 , 667 ," 1,867 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.75  --  3  --  STOCH_20,TP_AI_2  --  SL_AI_1, -   ," 1,867 ", -   ,33%,53%,27%, 335 , 667 , 667 ," 1,867 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.5  --  3  --  ROC_1,TP_AI_1  --  SL_ATR_1, 155 ," 1,863 ", 114 ,88%,56%,80%, 184 , 213 , 213 ," 1,863 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.5  --  3  --  ROC_1,TP_AI_1  --  SL_AI_1, 59 ," 1,863 ", 61 ,83%,56%,77%, 190 , 213 , 213 ," 1,863 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.75  --  4  --  STOCH_20,TP_AI_2  --  SL_AI_1, -   ," 1,860 ", -   ,35%,53%,27%, 373 , 966 , 966 ," 1,860 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.75  --  4  --  STOCH_20,TP_AI_2  --  SL_ATR_2, 34 ," 1,860 ", 28 ,63%,53%,54%, 277 , 966 , 966 ," 1,860 "
XRPUSDT -- 4H -- amazon/chronos-t5-large,0.75  --  4  --  STOCH_20,TP_AI_2  --  SL_AI_1, -   ," 1,860 ", -   ,35%,53%,27%, 373 , 966 , 966 ," 1,860 "
XRPUSDT -- 4H -- amazon/chronos-t5-large,0.75  --  4  --  STOCH_20,TP_AI_2  --  SL_ATR_2, 34 ," 1,860 ", 28 ,63%,53%,54%, 277 , 966 , 966 ," 1,860 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  4  --  AVG_VOL_P_GAIN_3_1,TP_AI_2  --  SL_ATR_2, 62 ," 1,854 ", 79 ,83%,62%,86%, 18 , 21 , 21 ," 1,854 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  4  --  AVG_VOL_P_GAIN_3_1,TP_AI_2  --  SL_AI_1, 39 ," 1,854 ", 39 ,55%,62%,57%, 20 , 21 , 21 ," 1,854 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,1  --  4  --  AVG_VOL_P_GAIN_3_1,TP_AI_1  --  SL_AI_1, 196 ," 1,850 ", 147 ,80%,55%,77%, 142 , 150 , 150 ," 1,850 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,1  --  4  --  AVG_VOL_P_GAIN_3_1,TP_AI_1  --  SL_ATR_1, 105 ," 1,850 ", 157 ,90%,55%,83%, 123 , 150 , 150 ," 1,850 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,1  --  10  --  STOCH_10,TP_AI_2  --  SL_ATR_2, 84 ," 1,837 ", 18 ,69%,51%,50%, 54 , 209 , 209 ," 1,837 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,1  --  10  --  STOCH_10,TP_AI_2  --  SL_AI_1, 0 ," 1,837 ", -   ,23%,51%,26%, 122 , 209 , 209 ," 1,837 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  10  --  AVG_VOL_P_GAIN_2_1,TP_AI_2  --  SL_ATR_2, 80 ," 1,818 ", 60 ,81%,60%,77%, 32 , 47 , 47 ," 1,818 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  10  --  AVG_VOL_P_GAIN_2_1,TP_AI_2  --  SL_AI_1, 8 ," 1,818 ", 8 ,44%,60%,47%, 43 , 47 , 47 ," 1,818 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,1  --  4  --  ROC_3,TP_AI_1  --  SL_ATR_1, 132 ," 1,811 ", 109 ,92%,63%,85%, 25 , 27 , 27 ," 1,811 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,1  --  4  --  ROC_3,TP_AI_1  --  SL_AI_1, 40 ," 1,811 ", 37 ,58%,63%,56%, 26 , 27 , 27 ," 1,811 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  3  --  STOCH_30,TP_AI_2  --  SL_ATR_2, 96 ," 1,807 ", 92 ,80%,64%,82%, 20 , 22 , 22 ," 1,807 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  3  --  STOCH_30,TP_AI_2  --  SL_AI_1, 31 ," 1,807 ", 31 ,48%,64%,50%, 21 , 22 , 22 ," 1,807 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,1  --  5  --  AVG_VOL_P_GAIN_3_1,TP_AI_1  --  SL_AI_1, 141 ," 1,803 ", 127 ,79%,55%,76%, 143 , 152 , 152 ," 1,803 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,1  --  10  --  AVG_VOL_P_GAIN_3_1,TP_AI_1  --  SL_AI_1, 141 ," 1,803 ", 127 ,79%,55%,76%, 143 , 152 , 152 ," 1,803 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,1  --  5  --  AVG_VOL_P_GAIN_3_1,TP_AI_1  --  SL_ATR_1, 39 ," 1,803 ", 135 ,89%,55%,82%, 122 , 152 , 152 ," 1,803 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,1  --  10  --  AVG_VOL_P_GAIN_3_1,TP_AI_1  --  SL_ATR_1, 39 ," 1,803 ", 135 ,89%,55%,82%, 122 , 152 , 152 ," 1,803 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  3  --  STOCH_30,TP_AI_2  --  SL_ATR_2, 99 ," 1,797 ", 93 ,82%,67%,83%, 22 , 24 , 24 ," 1,797 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  3  --  STOCH_30,TP_AI_2  --  SL_AI_1, 24 ," 1,797 ", 23 ,43%,67%,46%, 23 , 24 , 24 ," 1,797 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  3  --  ROC_2,TP_AI_1  --  SL_ATR_1, 105 ," 1,789 ", 71 ,85%,50%,77%, 41 , 48 , 48 ," 1,789 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  3  --  ROC_2,TP_AI_1  --  SL_AI_1, 87 ," 1,789 ", 92 ,76%,50%,73%, 45 , 48 , 48 ," 1,789 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,1  --  4  --  ROC_2,TP_AI_1  --  SL_ATR_1, 149 ," 1,785 ", 118 ,85%,58%,82%, 34 , 38 , 38 ," 1,785 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,1  --  5  --  ROC_2,TP_AI_1  --  SL_ATR_1, 149 ," 1,785 ", 118 ,85%,58%,82%, 34 , 38 , 38 ," 1,785 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,1  --  10  --  ROC_2,TP_AI_1  --  SL_ATR_1, 149 ," 1,785 ", 118 ,85%,58%,82%, 34 , 38 , 38 ," 1,785 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,1  --  4  --  ROC_2,TP_AI_1  --  SL_AI_1, 76 ," 1,785 ", 78 ,71%,58%,71%, 38 , 38 , 38 ," 1,785 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,1  --  5  --  ROC_2,TP_AI_1  --  SL_AI_1, 76 ," 1,785 ", 78 ,71%,58%,71%, 38 , 38 , 38 ," 1,785 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,1  --  10  --  ROC_2,TP_AI_1  --  SL_AI_1, 76 ," 1,785 ", 78 ,71%,58%,71%, 38 , 38 , 38 ," 1,785 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  10  --  ROC_1,TP_AI_1  --  SL_ATR_1, 216 ," 1,777 ", 132 ,91%,59%,84%, 46 , 51 , 51 ," 1,777 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  10  --  ROC_1,TP_AI_1  --  SL_AI_1, 54 ," 1,777 ", 45 ,71%,59%,69%, 48 , 51 , 51 ," 1,777 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,1  --  5  --  STOCH_40,TP_AI_2  --  SL_AI_1, 0 ," 1,761 ", -   ,37%,53%,33%, 143 , 245 , 245 ," 1,761 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,1  --  5  --  STOCH_40,TP_AI_2  --  SL_ATR_2, 212 ," 1,761 ", 169 ,65%,53%,54%, 105 , 245 , 245 ," 1,761 "
XRPUSDT -- 4H -- amazon/chronos-t5-large,1  --  5  --  STOCH_40,TP_AI_2  --  SL_AI_1, 0 ," 1,761 ", -   ,37%,53%,33%, 143 , 245 , 245 ," 1,761 "
XRPUSDT -- 4H -- amazon/chronos-t5-large,1  --  5  --  STOCH_40,TP_AI_2  --  SL_ATR_2, 212 ," 1,761 ", 169 ,65%,53%,54%, 105 , 245 , 245 ," 1,761 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  10  --  STOCH_30,TP_AI_2  --  SL_ATR_2, 122 ," 1,759 ", 49 ,67%,51%,53%, 30 , 105 , 105 ," 1,759 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  10  --  STOCH_30,TP_AI_2  --  SL_AI_1, 0 ," 1,759 ", 0 ,25%,51%,27%, 71 , 105 , 105 ," 1,759 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  10  --  STOCH_30,TP_AI_1  --  SL_ATR_1, 46 ," 1,757 ", 110 ,87%,49%,76%, 115 , 190 , 190 ," 1,757 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  10  --  STOCH_30,TP_AI_1  --  SL_AI_1, 23 ," 1,757 ", 49 ,76%,49%,72%, 155 , 190 , 190 ," 1,757 "
BTCUSDT -- 1D -- amazon/chronos-t5-large,1  --  3  --  ROC_2,TP_AI_1  --  SL_AI_1, -   ," 1,755 ", -   ,67%,67%,67%, 12 , 12 , 12 ," 1,755 "
BTCUSDT -- 1D -- amazon/chronos-t5-large,1  --  4  --  ROC_2,TP_AI_1  --  SL_AI_1, -   ," 1,755 ", -   ,67%,67%,67%, 12 , 12 , 12 ," 1,755 "
BTCUSDT -- 1D -- amazon/chronos-t5-large,1  --  3  --  ROC_2,TP_AI_1  --  SL_ATR_1, -   ," 1,755 ", -   ,83%,67%,83%, 12 , 12 , 12 ," 1,755 "
BTCUSDT -- 1D -- amazon/chronos-t5-large,1  --  4  --  ROC_2,TP_AI_1  --  SL_ATR_1, -   ," 1,755 ", -   ,83%,67%,83%, 12 , 12 , 12 ," 1,755 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  10  --  STOCH_30,TP_AI_2  --  SL_ATR_2, 122 ," 1,752 ", 49 ,67%,52%,54%, 30 , 107 , 107 ," 1,752 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  10  --  STOCH_30,TP_AI_2  --  SL_AI_1, 0 ," 1,752 ", 0 ,25%,52%,26%, 73 , 107 , 107 ," 1,752 "
ADAUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  4  --  STOCH_40,TP_AI_1  --  SL_AI_1, 64 ," 1,735 ", 89 ,69%,49%,71%, 35 , 41 , 41 ," 1,735 "
ADAUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  4  --  STOCH_40,TP_AI_1  --  SL_ATR_1, 35 ," 1,735 ", 181 ,87%,49%,83%, 23 , 41 , 41 ," 1,735 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  5  --  AVG_VOL_P_GAIN_2_1,TP_AI_2  --  SL_ATR_2, 80 ," 1,718 ", 54 ,81%,60%,79%, 32 , 43 , 43 ," 1,718 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  5  --  AVG_VOL_P_GAIN_2_1,TP_AI_2  --  SL_AI_1, 12 ," 1,718 ", 11 ,48%,60%,49%, 40 , 43 , 43 ," 1,718 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  10  --  STOCH_10,TP_AI_2  --  SL_ATR_2, 89 ," 1,699 ", 25 ,71%,52%,52%, 58 , 220 , 220 ," 1,699 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  10  --  STOCH_10,TP_AI_2  --  SL_AI_1, 0 ," 1,699 ", -   ,25%,52%,27%, 131 , 220 , 220 ," 1,699 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,1  --  10  --  STOCH_30,TP_AI_2  --  SL_ATR_2, 118 ," 1,697 ", 42 ,64%,49%,51%, 28 , 99 , 99 ," 1,697 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,1  --  10  --  STOCH_30,TP_AI_2  --  SL_AI_1, 0 ," 1,697 ", 0 ,21%,49%,24%, 67 , 99 , 99 ," 1,697 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,1  --  10  --  ROC_2,TP_AI_1  --  SL_ATR_1, 155 ," 1,694 ", 150 ,87%,68%,87%, 31 , 31 , 31 ," 1,694 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,1  --  10  --  ROC_2,TP_AI_1  --  SL_AI_1, 44 ," 1,694 ", 44 ,58%,68%,58%, 31 , 31 , 31 ," 1,694 "
BTCUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  10  --  STOCH_40,TP_AI_2  --  SL_ATR_2," 1,689 ", -   ," 1,625 ",70%,44%,61%, 23 , 36 , 36 ," 1,689 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  10  --  STOCH_10,TP_AI_2  --  SL_ATR_2, 88 ," 1,684 ", 25 ,70%,51%,52%, 57 , 217 , 217 ," 1,684 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  10  --  STOCH_10,TP_AI_2  --  SL_AI_1, 0 ," 1,684 ", -   ,25%,51%,27%, 128 , 217 , 217 ," 1,684 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,1  --  5  --  ROC_3,TP_AI_1  --  SL_ATR_1, 112 ," 1,649 ", 90 ,86%,60%,80%, 28 , 30 , 30 ," 1,649 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,1  --  5  --  ROC_3,TP_AI_1  --  SL_AI_1, 34 ," 1,649 ", 32 ,55%,60%,53%, 29 , 30 , 30 ," 1,649 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  4  --  STOCH_30,TP_AI_2  --  SL_ATR_2, 89 ," 1,644 ", 72 ,80%,54%,68%, 20 , 28 , 28 ," 1,644 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  4  --  STOCH_30,TP_AI_2  --  SL_AI_1, 19 ," 1,644 ", 16 ,42%,54%,43%, 26 , 28 , 28 ," 1,644 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  4  --  ROC_3,TP_AI_1  --  SL_ATR_1, 166 ," 1,641 ", 108 ,95%,62%,86%, 37 , 42 , 42 ," 1,641 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  4  --  ROC_3,TP_AI_1  --  SL_AI_1, 43 ," 1,641 ", 32 ,69%,62%,64%, 39 , 42 , 42 ," 1,641 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  4  --  STOCH_30,TP_AI_2  --  SL_ATR_2, 92 ," 1,635 ", 73 ,82%,57%,70%, 22 , 30 , 30 ," 1,635 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  4  --  STOCH_30,TP_AI_2  --  SL_AI_1, 15 ," 1,635 ", 12 ,39%,57%,40%, 28 , 30 , 30 ," 1,635 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  5  --  STOCH_30,TP_AI_2  --  SL_ATR_2, 90 ," 1,629 ", 52 ,73%,61%,68%, 22 , 41 , 41 ," 1,629 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  5  --  STOCH_30,TP_AI_2  --  SL_AI_1, 5 ," 1,629 ", 4 ,31%,61%,34%, 36 , 41 , 41 ," 1,629 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  5  --  STOCH_30,TP_AI_2  --  SL_ATR_2, 90 ," 1,622 ", 52 ,73%,63%,70%, 22 , 43 , 43 ," 1,622 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  5  --  STOCH_30,TP_AI_2  --  SL_AI_1, 4 ," 1,622 ", 3 ,29%,63%,33%, 38 , 43 , 43 ," 1,622 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,1  --  4  --  STOCH_30,TP_AI_2  --  SL_ATR_2, 55 ," 1,615 ", 62 ,73%,62%,66%, 22 , 29 , 29 ," 1,615 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,1  --  4  --  STOCH_30,TP_AI_2  --  SL_AI_1, 25 ," 1,615 ", 18 ,44%,62%,41%, 27 , 29 , 29 ," 1,615 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.75  --  4  --  ROC_1,TP_AI_1  --  SL_ATR_1, 171 ," 1,594 ", 119 ,86%,58%,79%, 118 , 130 , 130 ," 1,594 "
